tick,v0,g0,v1,g1,v2,g2,v3,g3,spikes
36,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-70.74237801808023,-62.51604767618601,-49.51020384990159,58.58488549142702,0000
37,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-71.16563631541118,-60.06475838482265,-48.96357211322905,56.28773927411124,0000
38,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-71.56077455833788,-57.70958552137355,-48.44478458813614,54.08066544832553,0000
39,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-71.92901001427930,-55.44676030679353,-47.95268570218239,51.96013222508111,0000
40,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-72.27151107998721,-53.27266173797745,-47.48616582824500,49.92274629881624,0000
41,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-72.58939920914490,-51.18381079338278,-47.04415947666213,47.96524741738337,0000
42,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-72.88375076427070,-49.17686486585287,-46.62564355832598,46.08450316495018,0000
43,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-73.15559879589547,-47.24861241373237,-46.22963571594320,44.27750394946595,0000
44,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-73.40593475186681,-45.39596782171542,-45.85519272078918,42.54135818667217,0000
45,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-73.63571011952097,-43.61596646320287,-45.50140893238741,40.87328767295084,0000
46,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-73.84583800335562,-41.90575995626722,-45.16741481864602,39.27062313960601,0000
47,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-74.03719464073383,-40.26261160563386,-52.00000000000000,0.00000000000000,0001
48,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-74.21062085805005,-38.68389202338478,-52.00000000000000,0.00000000000000,0000
49,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-74.36692346969357,-37.16707492137689,-52.00000000000000,0.00000000000000,0000
50,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-74.50687662205382,-35.70973306864207,-52.00000000000000,0.00000000000000,0000
51,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-74.63122308472290,-34.30953440729979,-52.00000000000000,0.00000000000000,0000
52,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-74.74067549096746,-32.96423832076690,-52.00000000000000,0.00000000000000,0000
53,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-74.83591752945946,-31.67169204829315,-52.00000000000000,0.00000000000000,0000
54,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-74.91760508917866,-30.42982724008467,-52.00000000000000,0.00000000000000,0000
55,-52.00000000000000,0.00000000000000,-52.00000000000000,0.00000000000000,-74.98636735932332,-29.23665664750303,-52.00000000000000,0.00000000000000,0000
